e52,e23,x38,xv38,vinqi
LLIINNKKSRC,lliinnkksrc,lliinnkksrc,,LLIINNKKSRC
LLOOAADD,llooaadd,llooaadd,,लूआड
LLOOAADDSS,llooaaddss,llooaaddss,,LLOAADDSS
LLOOCCAALLEE,llooccaallee,llooccaallee,,LLOOCCAALLEE
LLOOCCAALLSS,llooccaallss,llooccaallss,,LLOOCCAALLSS
LLOOGG,lloogg,lloogg,,LLOOGG
LLOOGGLEVEL,lloogglxwxl,lloogglxwxl,,LLOOGGLEVEL
LLOOGGPPX,llooggppx,llooggppx,,LLOOGGPPX
LLOOGGSELF,llooggself,llooggself,,LLOOGSELF
LLOOGGX,llooggx,llooggx,,LLOOGGX
LLSSEEEEKKFD,llsseeeekkfd,llsseeeekkfd,,एलएलएससीईकेकेएफडी
LLTTSELF,llttself,llttself,,LLTस्वयं
LNO,lno,lno,,एलएनओ
LOAD,load,load,,भार
LOADED,loaded,loaded,,भरा हुआ
LOADER,loader,loadxr,,लोडर
LOADERNONE,loadernone,loadxrnone,,लोडरनोन
LOADING,loading,loading,,लोड हो रहा है
LOADS,loads,loads,,भार
LOADTESTS,loadtests,loadtests,,लोडटेस्ट
LOCAL,local,local,,स्थानीय
LOCALE,locale,locale,,स्थान
LOCALHOST,localhost,localhost,,स्थानीय होस्ट
LOCALLY,locally,locally,,स्थानीय रूप से
LOCALS,locals,locals,,हैं स्थानीय
LOCALSNONE,localsnone,localsnone,,स्थानीयकोई नहीं
LOCALTIME,localtime,localtime,,स्थानीय समय
LOCATE,locate,locate,,ढूँढें
LOCATION,location,location,,जगह
LOCK,lock,lok,,ताला
LOCKNONE,locknone,loknone,,लॉकनोन
LOG,log,log,,लकड़ी का लट्ठा
LOGARITHM,logarithm,logarithm,,लोगारित्म
LOGGABLE,loggable,loggable,,लॉग करने योग्य
LOGGED,logged,logged,,लॉग इन
LOGGER,logger,loggxr,,लकड़हारा
LOGGERINIT,loggerinit,loggxrinit,,लॉगरिनिट
LOGGERLEVEL,loggerlxwxl,loggxrlxwxl,,लकड़हारा स्तर
LOGGERNAME,loggername,loggxrname,,लकड़हारानाम
LOGGERNONE,loggernone,loggxrnone,,लकड़हारा
LOGGERS,loggers,loggxrs,,वालों
LOGGING,logging,logging,,काटना
LOGICAL,logical,logical,,तार्किक
LOGIN,login,login,,लॉग इन करें
LOGRECORD,logrecord,logrecord,,लॉगरिकॉर्ड
LOGRECORDS,logrecords,logrecords,,लॉगरिकॉर्ड्स
LOGWRITES,logwrites,logwrites,,लॉगराइट
LOGX,logx,logx,,लॉगएक्स
LONGER,longer,longxr,,अब
LONGMESSAGE,longmessage,longmessage,,दीर्घसंदेश
LOOKED,looked,looked,,देखा
LOOKING,looking,looking,,देखना
LOOKS,looks,looks,,लग रहा है
LOOKUP,lookup,lookup,,ऊपर देखो
LOOKUPS,lookups,lookups,,लुकअप
LOOP,loop,loop,,कुंडली
LOSS,loss,loss,,नुकसान
LOW,low,low,,कम
LOWER,lower,lowxr,,निचला
LOWERCASE,lowercase,lowxrcase,,लोअरकेस
LOWEST,lowest,lowest,,सबसे कम
LOWLEVEL,lowlxwxl,lowlxwxl,,कम स्तर
LSTAT,lstat,lstat,,एलएसटीएटी
MACHIN,machin,machin,,मशीन
MACHINE,machine,machine,,मशीन
MACHINES,machines,machines,,मशीनों
MAGIC,magic,magic,,जादू
MAGNITUDE,magnitude,magnitude,,परिमाण
MAIN,main,main,,मुख्य
MAINTAINED,maintained,maintained,,बनाए रखा
MAINTENANCE,maintenance,maintenance,,रखरखाव
MAJOR,mazor,mazor,,प्रमुख
MAKEDIRSNAME,makedirsname,makedirsname,,MAKEDIRSNAME
MAKES,makes,makes,,बनाता है
MAKING,making,making,,रायः
MANAGED,managed,managed,,प्रबंधित
MANAGER,manager,managxr,,प्रबंधक
MANIPULATE,manipulate,manipulate,,चालाकी से काम निकालना
MANIPULATED,manipulated,manipulated,,चालाकी से
MANIPULATION,manipulation,manipulation,,चालाकी
MANPY,manpy,manpy,,मैनपी
MANTISSA,mantissa,mantissa,,अपूर्णांश
MANUAL,manual,manual,,नियमावली
MAP,map,map,,मानचित्र
MAPPED,mapped,mapped,,मैप किए गए
MAPPING,mapping,mapping,,मानचित्रण
MAPPINGS,mappings,mappings,,मानचित्रण
MAPS,maps,maps,,एमएपीएस
MARK,mark,mark,,निशान
MARKED,marked,marked,,चिह्नित
MARKER,marker,markxr,,मार्कर
MARKS,marks,marks,,निशान
MASKED,masked,masked,,नकाबपोश
MATCH,match,match,,मिलान
MATCHED,matched,matched,,मिलान
MATCHES,matches,matches,,मेच
MATCHING,matching,matching,,मेल मिलाना
MATH,math,math,,गणित
MATHEMATICAL,mathematical,mathematical,,गणितीय
MATTER,matter,mattxr,,मामला
MAX,max,max,,मैक्स
MAXDIFF,maxdiff,maxdiff,,मैक्सडिफ़
MAXEPSILO,maxepsilo,maxepsilo,,मैक्सेप्सिलो
MAXIMUM,maximum,maximum,,अधिकतम
MAXLEN,maxlen,maxlen,,मैक्सलेन
MAXSIZE,maxsize,maxsize,,अधिकतम आकार
MAXSPLIT,maxsplit,maxsplit,,मैक्सस्प्लिट
MAXUNICODE,maxunicode,maxunicode,,मैक्सयूनिकोड
MAXWIDTH,maxwidth,maxwidth,,मैक्सविड्थ
MAXWIDTHNONE,maxwidthnone,maxwidthnone,,मैक्सविड्थनोन
MBCS,mbcs,mbcs,,एमबीसीएस
MEANING,meaning,meaning,,अर्थ
MEANINGFUL,meaningful,meaningful,,सार्थक
MEANS,means,means,,मतलब
MEASURED,measured,measured,,मापा गया
MEMBER,member,membxr,,सदस्य
MEMBERS,members,membxrs,,सदस्यों
MEMO,memo,memo,,ज्ञापन
MEMORY,memory,memory,,याद
MENDGROUP,mendgroup,mendgroup,,मेंडग्रुप
MENTIONED,mentioned,mentioned,,उल्लिखित
MERGE,merge,mxrge,,मर्ज
MERGEEXTRA,mergeextra,mxrgeextra,,मर्जएक्स्ट्रा
MERGING,merging,mxrging,,विलय
MESSAGE,message,message,,संदेश
MESSAGENONE,messagenone,messagenone,,संदेशवाहक
MESSAGES,messages,messages,,संदेशों
METACLASS,metaclass,metaclass,,मेटाक्लास
METACLASSES,metaclasses,metaclasses,,मेटाक्लासेस
METAVAR,metawar,metawar,,मेटावार
METAVARINT,metawarint,metawarint,,मेटावैरिंट
METAVARNONE,metawarnone,metawarnone,,मेटावर्नोन
METHOD,method,method,,तरीका
METHODS,methods,methods,,विधि
MICRO,micro,micro,,कुटीर
MICROSECOND,microsecond,microsecond,,माइक्रोसेकंड
MICROSECONDS,microseconds,microseconds,,माइक्रोसेकंड
MIGHT,might,might,,हो सकता है
MILLISECOND,millisecond,millisecond,,मिलीसेकंड
MILLISECONDS,milliseconds,milliseconds,,मिलीसेकंड
MINIMUM,minimum,minimum,,न्यूनतम
MINOR,minor,minor,,नाबालिग
MINUS,minus,minus,,ऋण
MINUTE,minute,minute,,मिनट
MINUTES,minutes,minutes,,मिनट
MISSING,missing,missing,,गुम
MISSINGKEY,missingkey,missingkey,,गुमकुंजी
MISTYPED,mistyped,mistyped,,गलत लिखे गए
MIXED,mixed,mixed,,मिश्रित
MKDIR,mkdir,mkdir,,एमकेडीआईआर
MMAAIINN,mmaaiinn,mmaaiinn,,ममाआइन्न
MMAAXX,mmaaxx,mmaaxx,,एमएमएएक्सएक्स
MMAAXXLLEENN,mmaaxxlleenn,mmaaxxlleenn,,MMAAXXLLENEN
MMIINN,mmiinn,mmiinn,,MMIINN
MMIINNUUTTEE,mmiinnuuttee,mmiinnuuttee,,MMIINNUUTTE
MMOODDFFX,mmooddffx,mmooddffx,,MMOODDFFX
MMOODDSELF,mmooddself,mmooddself,,ममूडसेल्फ
MMOODDUULLEE,mmoodduullee,mmoodduullee,,म्मूद्दुउल्ली
MMOONNTTHH,mmoonntthh,mmoonntthh,,म्मूननठ्ठ
MMUULLSELF,mmuullself,mmuullself,,MMUULLSELF
MNONE,mnone,mnone,,कोई नहीं
MOCK,mock,mok,,दिखावटी
MOD,mod,mod,,एमओडी
MODE,mode,mode,,तरीका
MODEA,modea,modea,,modeâ
MODEO,modeo,modeo,,मोडियो
MODER,moder,modxr,,आधुनिक
MODES,modes,modes,,मोड
MODEW,modew,modiyu,,मोड
MODIFICATION,modification,modification,,परिवर्तन
MODIFIED,modified,modified,,संशोधित
MODIFY,modify,modify,,संशोधित
MODIFYING,modifying,modifying,,संशोधित करने
MODJSON,modzson,modzson,,MODJSON
MODMARSHAL,modmarshal,modmarshal,,मॉडमार्शल
MODNONE,modnone,modnone,,MODNONE
MODPICKLE,modpickle,modpikle,,मॉडपिकल
MODULE,module,module,,मॉड्यूल
MODULEMAIN,modulemain,modulemain,,मॉड्यूलमेन
MODULENONE,modulenone,modulenone,,MODULENONE
MODULES,modules,modules,,मॉड्यूल
MODULEWIDE,modulewide,moduliyuide,,मॉड्यूलवाइड
MONDAY,monday,monday,,सोमवार
MONITORING,monitoring,monitoring,,निगरानी
MONTH,month,month,,महीना
MOSTLY,mostly,mostly,,ज्यादातर
MOUNT,mount,mount,,माउंट
MOVE,mowe,mowe,,कदम
MRO,mro,mro,,एमआरओ
MSC,msc,msc,,एमएससी
MSECSD,msecsd,msecsd,,एमएसईसीएसडी
MSG,msg,msg,,एमएसजी
MSGNONE,msgnone,msgnone,,MSGNONE
MSGOBJECT,msgobzect,msgobzect,,एमएसगोबजेक्ट
MSTARTGROUP,mstartgroup,mstartgroup,,एमस्टार्टग्रुप
MTIME,mtime,mtime,,एमटाइम
MTIMENS,mtimens,mtimens,,MTIMENS
MULSELF,mulself,mulself,,स्वयं
MULTILINE,multiline,multiline,,बहु
MULTIMODULE,multimodule,multimodule,,मल्टीमॉड्यूल
MULTIPLE,multiple,multiple,,एकाधिक
MULTIPLES,multiples,multiples,,गुणकों
MULTIPLYADD,multiplyadd,multiplyadd,,मल्टीप्लायड
MULTISET,multiset,multiset,,मल्टीसेट
MUST,must,must,,अवश्य
MUTABLE,mutable,mutable,,परिवर्तनशील
MUTUALLY,mutually,mutually,,परस्पर
MYDICT,mydict,mydict,,MYDICT
MYSTERIOUS,mysterious,mystxrious,,रहस्यमय
NAIVE,naiwe,naiwe,,अनुभवहीन
NAMECLASS,nameclass,nameclass,,नेमक्लास
NAMED,named,named,,नाम
NAMEDIALECT,namedialect,namedialect,,नामांकित डायलेक्ट
NAMEDTUPLE,namedtuple,namedtuple,,नामितटुपल
NAMEHTML,namehtml,namehtml,,NAMEHTML
NAMEMAX,namemax,namemax,,NAMEMAX
NAMES,names,names,,नाम
NAMESPACE,namespace,namespace,,नाम स्थान
NAMESTDERR,namestderr,namestdxrr,,नेमस्टडेर
NAMESTDIN,namestdin,namestdin,,नमस्तेदीन
NAMESTDOUT,namestdout,namestdout,,नेमेस्टडाउट
NAMEVALUE,namewalue,namiyualue,,नाममूल्य
NAN,nan,nan,,नेन
NANOSECONDS,nanoseconds,nanoseconds,,नैनोसेकंड
NARGS,nargs,nargs,,NARGS
NARGSNONE,nargsnone,nargsnone,,NARGSNONE
NATIVE,natiwe,natiwe,,देशी
NATURAL,natural,natural,,प्राकृतिक
NDIGITS,ndigits,ndigits,,NDIGITS
NDIGITSNONE,ndigitsnone,ndigitsnone,,NDIGITSNONE
NEAR,near,near,,पास में
NEAREST,nearest,nearest,,निकटतम
NECESSARY,necessary,necessary,,ज़रूरी
NEED,need,need,,ज़रूरत
NEEDED,needed,needed,,आवश्यकता है
NEEDNT,neednt,neednt,,आवश्यकता नहीं
NEEDS,needs,needs,,आवश्यकताओं
NEGATIVE,negatiwe,negatiwe,,नकारात्मक
NEITHER,neither,neithxr,,कोई भी नहीं
NESTED,nested,nested,,नेस्ट
NESTING,nesting,nesting,,घोंसला करने की क्रिया
NETWORK,network,network,,नेटवर्क
NEVER,nxwxr,nxwxr,,कभी नहीं
NEWER,newer,niyuxr,,नया
NEWLINE,newline,niyuline,,न्यूलाइन
NEWLINES,newlines,niyulines,,नई-पंक्तियों
NEWLOCALS,newlocals,niyulocals,,न्यूलोकल्स
NEWSTRING,newstring,niyustring,,न्यूस्ट्रिंग
NEXT,next,next,,अगला
NICELY,nicely,nicely,,अच्छी तरह से
NICER,nicer,nicxr,,अच्छे
NINE,nine,nine,,नौ
NINTH,ninth,ninth,,नौवाँ
NLINK,nlink,nlink,,एनलिंक
NNAAMMEE,nnaammee,nnaammee,,नन्नाम्मी
NNAANN,nnaann,nnaann,,NNAANN
NNDD,nndd,nndd,,एनएनडीडी
NNEEGGSELF,nneeggself,nneeggself,,NNEEGGSELF
NNEESELF,nneeself,nneeself,,NNESELF
NNEEWW,nneeww,nneiyuw,,NNEWW
NNEEWWARGS,nneewwargs,nneiyuwargs,,NNEWWARGS
NNEEWWCLS,nneewwcls,nneiyuwcls,,NNEWWCLS
NNEEXXTTSELF,nneexxttself,nneexxttself,,NNEEXTTSELF
NNONE,nnone,nnone,,एनएनओएन
NNOOFFLLAAGG,nnooffllaagg,nnooffllaagg,,NNOOFFLLAAGG
NNOOTTSSEETT,nnoottsseett,nnoottsseett,,NNOOTTSSEETT
NNOOWWTZNONE,nnoowwtznone,nnoowwtznone,,NNOOWWTZNONE
NODENAME,nodename,nodename,,नोडनाम
NOFREE,nofree,nofree,,नि:शुल्क
NONASCII,nonascii,nonascii,,NONASCII
NONBINARY,nonbinary,nonbinary,,गैर-बाइनरी
NONDIGIT,nondigit,nondigit,,नॉनडिजिट
NONDIRECTORY,nondirectory,nondirectory,,गैरनिर्देशिका
NONE,none,none,,कोई नहीं
NONEMPTY,nonempty,nonempty,,अरिक्त
NONGREEDY,nongreedy,nongreedy,,लालची
NONGROUPING,nongrouping,nongrouping,,नॉनग्रुपिंग
NONLOCAL,nonlocal,nonlocal,,
NONLOCALS,nonlocals,nonlocals,,
NONNEGATIVE,nonnegatiwe,nonnegatiwe,,
NONNUMERIC,nonnumeric,nonnumxric,,
NONPRINTABLE,nonprintable,nonprintable,,
NONWINDOWS,nonwindows,nonwindows,,
NONZERO,nonzero,nonzxro,,
NOR,nor,nor,,
NORMAL,normal,normal,,
NORMALIZES,normalizes,normalizes,,
NORMALLY,normally,normally,,
NOTABLE,notable,notable,,
NOTATION,notation,notation,,
NOTE,note,note,,
NOTHING,nothing,nothing,,
NOTICE,notice,notice,,
NTDIRENTRY,ntdirentry,ntdirentry,,
NTPATH,ntpath,ntpath,,
NTUPLE,ntuple,ntuple,,
NUL,nul,nul,,
NULL,null,null,,
NULLHANDLER,nullhandler,nullhandlxr,,
NUMBERS,numbers,numbxrs,,
NUMERATOR,numerator,numxrator,,
NUMERIC,numeric,numxric,,
OBJ,obz,obz,,
OBJCLASSNAME,obzclassname,obzclassname,,
OBJDICT,obzdict,obzdict,,
OBJECT,obzect,obzect,,
OBJECTHOOK,obzecthook,obzecthook,,
OBJECTS,obzects,obzects,,
OBJGLOBALS,obzglobals,obzglobals,,
OBJIMAG,obzimag,obzimag,,
OBJREAL,obzreal,obzreal,,
OBLIGATION,obligation,obligation,,
OBTAINED,obtained,obtained,,
OCCUR,occur,occur,,
OCCURRED,occurred,occurred,,
OCCURRENCE,occurrence,occurrence,,
OCCURRENCES,occurrences,occurrences,,
OCCURS,occurs,occurs,,
OCTAL,octal,octal,,
OCTDIGITS,octdigits,octdigits,,
ODREVERSED,odrxwxrsed,odrxwxrsed,,
OFFSET,offset,offset,,
OFTEN,often,often,,
OLDER,older,oldxr,,
OMITTED,omitted,omitted,,
ONCE,once,once,,
ONECHARACTER,onecharacter,onecharactxr,,
ONELINE,oneline,oneline,,
ONEOFF,oneoff,oneoff,,
ONERROR,onerror,onxrror,,
ONERRORNONE,onerrornone,onxrrornone,,
ONES,ones,ones,,
ONESHOT,oneshot,oneshot,,
ONESHOTFALSE,oneshotfalse,oneshotfalse,,
ONLINEHELP,onlinehelp,onlinehelp,,
ONONBLOCK,ononblock,ononblok,,
ONWARDS,onwards,onwards,,
OOBBJJEECCTT,oobbzzeecctt,oobbzzeecctt,,
OOCCRREEAATT,ooccrreeaatt,ooccrreeaatt,,
OOEEXXCCLL,ooeexxccll,ooeexxccll,,
OOPPEENNPATH,ooppeennpath,ooppeennpath,,
OORRDDWWRR,oorrddwwrr,oorrddwwrr,,
OORRSELF,oorrself,oorrself,,
OOTTEEXXTT,ootteexxtt,ootteexxtt,,
OOTTRRUUNNCC,oottrruunncc,oottrruunncc,,
OPEN,open,open,,
OPENARGSLOG,openargslog,openargslog,,
OPENDIR,opendir,opendir,,
OPENED,opened,opened,,
OPENFILENAME,openfilename,openfilename,,
OPENING,opening,opening,,
OPERAND,operand,opxrand,,
OPERATE,operate,opxrate,,
OPERATING,operating,opxrating,,
OPERATION,operation,opxration,,
OPERATIONS,operations,opxrations,,
OPERATOR,operator,opxrator,,
OPPORTUNITY,opportunity,opportunity,,
OPTDING,optding,optding,,
OPTIMIZATION,optimization,optimization,,
OPTIMIZED,optimized,optimized,,
OPTION,option,option,,
OPTIONAL,optional,optional,,
OPTIONALLY,optionally,optionally,,
OPTIONS,options,options,,
OPTIONSTRING,optionstring,optionstring,,
ORDER,order,ordxr,,
ORDERED,ordered,ordxred,,
ORDEREDDICT,ordereddict,ordxreddict,,
ORDERING,ordering,ordxring,,
ORDINAL,ordinal,ordinal,,
ORDINALS,ordinals,ordinals,,
ORDINARY,ordinary,ordinary,,
ORGANIZED,organized,organized,,
ORIGIN,origin,origin,,
ORIGINAL,original,original,,
ORSELF,orself,orself,,
OSALTSEP,osaltsep,osaltsep,,
OSCHMODFD,oschmodfd,oschmodfd,,
OSCURDIR,oscurdir,oscurdir,,
OSDEFPATH,osdefpath,osdefpath,,
OSDEVNULL,osdewnull,osdiyunull,,
OSENVIRON,osenwiron,osenwiron,,
OSERROR,oserror,osxrror,,
OSEXTSEP,osextsep,osextsep,,
OSFDOPEN,osfdopen,osfdopen,,
OSLINESEP,oslinesep,oslinesep,,
OSNAME,osname,osname,,
OSOPEN,osopen,osopen,,
OSPARDIR,ospardir,ospardir,,
OSPATH,ospath,ospath,,
OSPATHLIKE,ospathlike,ospathlike,,
OSPATHSEP,ospathsep,ospathsep,,
OSPOPEN,ospopen,ospopen,,
OSSCANDIR,osscandir,osscandir,,
OSSEP,ossep,ossep,,
OSSTAT,osstat,osstat,,
OSSTATFD,osstatfd,osstatfd,,
OSSTATVFS,osstatwfs,osstatwfs,,
OSTIMES,ostimes,ostimes,,
OSUNAME,osuname,osuname,,
OSWALK,oswalk,oswalk,,
OTHER,other,othxr,,
OTHERS,others,othxrs,,
OTHERWISE,otherwise,othxrwise,,
OUT,out,out,,
OUTCOME,outcome,outcome,,
OUTER,outer,outxr,,
OUTPUT,output,output,,
OUTPUTS,outputs,outputs,,
OUTSIDE,outside,outside,,
OVERALL,owerall,owxrall,,
OVERFLOW,owerflow,owxrflow,,
OVERRIDDEN,owerridden,owxrridden,,
OVERRIDE,owerride,owxrride,,
OVERRIDES,owerrides,owxrrides,,
OVERRIDING,owerriding,owxrriding,,
OVERWRITING,owerwriting,owxrwriting,,
OVERWRITTEN,owerwritten,owxrwritten,,
OWN,own,own,,
OWNER,owner,ownxr,,
PACKAGE,package,pakage,,
PACKAGES,packages,pakages,,
PAGES,pages,pages,,
PAIR,pair,pair,,
PAIRS,pairs,pairs,,
PARAM,param,param,,
PARAMETER,parameter,parametxr,,
PARAMETERS,parameters,parametxrs,,
PARAMS,params,params,,
PARDIR,pardir,pardir,,
PARENT,parent,parent,,
PARENTHESES,parentheses,parentheses,,
PARENTS,parents,parents,,
PARSE,parse,parse,,
PARSEARGS,parseargs,parseargs,,
PARSED,parsed,parsed,,
PARSEFLOAT,parsefloat,parsefloat,,
PARSEINT,parseint,parseint,,
PARSEINTNONE,parseintnone,parseintnone,,
PARSER,parser,parsxr,,
PARSERS,parsers,parsxrs,,
PARSING,parsing,parsing,,
PARTIAL,partial,partial,,
PARTIALLY,partially,partially,,
PARTICIPATE,participate,participate,,
PARTICULAR,particular,particular,,
PARTS,parts,parts,,
PARTY,party,party,,
PASDICT,pasdict,pasdict,,
PASS,pass,pass,,
PASSED,passed,passed,,
PASSES,passes,passes,,
PASSING,passing,passing,,
PAST,past,past,,
PATH,path,path,,
PATHLIKE,pathlike,pathlike,,
PATHNAME,pathname,pathname,,
PATHNAMES,pathnames,pathnames,,
PATHS,paths,paths,,
PATHSEP,pathsep,pathsep,,
PATTERN,pattern,pattxrn,,
PATTERNERROR,patternerror,pattxrnxrror,,
PATTERNNONE,patternnone,pattxrnnone,,
PATTERNS,patterns,pattxrns,,
PAUL,paul,paul,,
PEP,pep,pep,,
PER,per,pxr,,
PERFORM,perform,pxrform,,
PERFORMS,performs,pxrforms,,
PERIODS,periods,pxriods,,
PERL,perl,pxrl,,
PERMISSION,permission,pxrmission,,
PERMISSIONS,permissions,pxrmissions,,
PEROPCODE,peropcode,pxropcode,,
PERTAINING,pertaining,pxrtaining,,
PERTINENT,pertinent,pxrtinent,,
PHASE,phase,phase,,
PICKLE,pickle,pikle,,
PICKLING,pickling,pikling,,
PID,pid,pid,,
PINGLFWORG,pinglfworg,pinglfworg,,
PIPE,pipe,pipe,,
PLACED,placed,placed,,
PLACEHOLDER,placeholder,placeholdxr,,
PLACES,places,places,,
PLACESNONE,placesnone,placesnone,,
PLAIN,plain,plain,,
PLATFORM,platform,platform,,
PLATFORMS,platforms,platforms,,
PLATFORMTYPE,platformtype,platformtype,,
PLUS,plus,plus,,
PNAME,pname,pname,,
PNOWAIT,pnowait,pnowait,,
POINT,point,point,,
POINTD,pointd,pointd,,
POINTDOC,pointdoc,pointdoc,,
POINTING,pointing,pointing,,
POINTS,points,points,,
POINTX,pointx,pointx,,
POLYNOMIAL,polynomial,polynomial,,
POPS,pops,pops,,
POPULATE,populate,populate,,
POPULATION,population,population,,
PORT,port,port,,
PORTABLE,portable,portable,,
PORTION,portion,portion,,
POS,pos,pos,,
POSITION,position,position,,
POSITIONAL,positional,positional,,
POSITIONS,positions,positions,,
POSITIVE,positiwe,positiwe,,
POSIX,posix,posix,,
POSIXPATH,posixpath,posixpath,,
POSIXWINDOWS,posixwindows,posixwindows,,
POSNONE,posnone,posnone,,
POSSIBILITY,possibility,possibility,,
POSSIBLE,possible,possible,,
POSSIBLY,possibly,possibly,,
POWER,power,powxr,,
POWSELF,powself,powself,,
POWVALUE,powwalue,powwalue,,
PPAARRDDIIRR,ppaarrddiirr,ppaarrddiirr,,
PPAARRSSEERR,ppaarrsseerr,ppaarrssexrr,,
PPAATTHH,ppaatthh,ppaatthh,,
PPEERRMMN,ppeerrmmn,ppexrrmmn,,
PPII,ppii,ppii,,
PPIIPPEE,ppiippee,ppiippee,,
PPOOPPSELF,ppooppself,ppooppself,,
PPOOSS,ppooss,ppooss,,
PPOOSSSELF,ppoossself,ppoossself,,
PPOOWWSELF,ppoowwself,ppoowwself,,
PPOOWWX,ppoowwx,ppoowwx,,
PPRREEFFIIXX,pprreeffiixx,pprreeffiixx,,
PPUURRGGEE,ppuurrggee,ppuurrggee,,
PPWWAAIITT,ppwwaaiitt,ppwwaaiitt,,
PRE,pre,pre,,
PRECEDED,preceded,preceded,,
PRECEDENCE,precedence,precedence,,
PRECEDES,precedes,precedes,,
PRECEDING,preceding,preceding,,
PRECISION,precision,precision,,
PREDEFINED,predefined,predefined,,
PREDICATE,predicate,predicate,,
PREEXISTING,preexisting,preexisting,,
PREFIX,prefix,prefix,,
PREFIXCHARS,prefixchars,prefixchars,,
PREFIXNONE,prefixnone,prefixnone,,
PREPARATORY,preparatory,preparatory,,
PREPLACEX,preplacex,preplacex,,
PRERELEASE,prerelease,prxrelease,,
PRESCOD,prescod,prescod,,
PRESENCE,presence,presence,,
PRESENT,present,present,,
PRETTY,pretty,pretty,,
PRETTYPRINT,prettyprint,prettyprint,,
PREVENT,prxwxnt,prxwxnt,,
PREVENTS,prxwxnts,prxwxnts,,
PREVIOUS,prewious,priyuious,,
PREVIOUSLY,prewiously,priyuiously,,
PRIMARILY,primarily,primarily,,
PRIME,prime,prime,,
PRIMEFACTORS,primefactors,primefactors,,
PRINT,print,print,,
PRINTABLE,printable,printable,,
PRINTBYTES,printbytes,printbytes,,
PRINTED,printed,printed,,
PRINTING,printing,printing,,
PRINTROOT,printroot,printroot,,
PRINTS,prints,prints,,
PRIORITY,priority,priority,,
PROBLEM,problem,problem,,
PROCES,proces,proces,,
PROCESS,process,process,,
PROCESSD,processd,processd,,
PROCESSED,processed,processed,,
PROCESSING,processing,processing,,
PROCESSNAMES,processnames,processnames,,
PROCESSS,processs,processs,,
PRODUCE,produce,produce,,
PRODUCED,produced,produced,,
PRODUCES,produces,produces,,
PRODUCING,producing,producing,,
PRODUCT,product,product,,
PRODUCTION,production,production,,
PRODUCTS,products,products,,
PRODUCTTYPE,producttype,producttype,,
PROFILER,profiler,profilxr,,
PROFILING,profiling,profiling,,
PROG,prog,prog,,
PROGNONE,prognone,prognone,,
PROGRAM,program,program,,
PROGRAMMING,programming,programming,,
PROGRAMS,programs,programs,,
PROJECT,prozect,prozect,,
PROLEPTIC,proleptic,proleptic,,
PROMISE,promise,promise,,
PROMPT,prompt,prompt,,
PROPAGATE,propagate,propagate,,
PROPER,proper,propxr,,
PROPERTIES,properties,propxrties,,
PROPERTY,property,propxrty,,
PROTECTION,protection,protection,,
PROTO,proto,proto,,
PROTOCOL,protocol,protocol,,
PROVIDE,prowide,prowide,,
PROVIDED,prowided,prowided,,
PROVIDES,prowides,prowides,,
PROVIDING,prowiding,prowiding,,
PRUNE,prune,prune,,
PRUNED,pruned,pruned,,
PSEUDOCODE,pseudocode,pseudocode,,
PUBLIC,public,public,,
PUNCTUATION,punctuation,punctuation,,
PURCELL,purcell,purcell,,
PURGE,purge,purge,,
PURPOSE,purpose,purpose,,
PURPOSES,purposes,purposes,,
PWAIT,pwait,pwait,,
PYCACHE,pycache,pycache,,
PYDOC,pydoc,pydoc,,
PYDOCHELPER,pydochelper,pydochelpxr,,
PYTHAGOREAN,pythagorean,pythagorean,,
PYTHON,python,python,,
PYTHONDOCS,pythondocs,pythondocs,,
PYTHONS,pythons,pythons,,
QUALIFIED,kualified,kualified,,
QUALNAME,kualname,kualname,,
QUERIED,kueried,kuxried,,
QUOTATION,kuotation,kuotation,,
QUOTE,kuote,kuote,,
QUOTEALL,kuoteall,kuoteall,,
QUOTECHAR,kuotechar,kuotechar,,
QUOTEMINIMAL,kuoteminimal,kuoteminimal,,
QUOTENO,kuoteno,kuoteno,,
QUOTENONE,kuotenone,kuotenone,,
QUOTES,kuotes,kuotes,,
QUOTETRUE,kuotetrue,kuotetrue,,
QUOTING,kuoting,kuoting,,
RADIANS,radians,radians,,
RAISE,raise,raise,,
RAISED,raised,raised,,
RAISES,raises,raises,,
RAISING,raising,raising,,
RAN,ran,ran,,
RANDOM,random,random,,
RANGE,range,range,,
RANGES,ranges,ranges,,
RATHER,rather,rathxr,,
RATIO,ratio,ratio,,
RATIONAL,rational,rational,,
RAW,raw,raw,,
RCBIN,rcbin,rcbin,,
RCPYTHON,rcpython,rcpython,,
RCPYTHONPY,rcpythonpy,rcpythonpy,,
READ,read,read,,
READER,reader,readxr,,
READERS,readers,readxrs,,
READFD,readfd,readfd,,
READING,reading,reading,,
READONLY,readonly,readonly,,
REAL,real,real,,
REASCII,reascii,reascii,,
REASON,reason,reason,,
RECEIVED,receiwed,receiwed,,
RECENT,recent,recent,,
RECOGNISED,recognised,recognised,,
RECOGNIZE,recognize,recognize,,
RECOMMENDED,recommended,recommended,,
RECOMPILEN,recompilen,recompilen,,
RECORD,record,record,,
RECORDING,recording,recording,,
RECORDS,records,records,,
RECURSE,recurse,recurse,,
RECURSING,recursing,recursing,,
RECURSION,recursion,recursion,,
RECURSIVE,recursiwe,recursiwe,,
