Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 2386: e52=shell | vinqi=सीप | pnzabi=সীপ | guzraji=সীপ | xg38=sip
Row 2387: e52=shelter | vinqi=आश्रय | pnzabi=আশ্রয | guzraji=আশ্রয | xg38=xaSry
Row 2388: e52=shift | vinqi=खिसक जाना | pnzabi=খিসক জানা | guzraji=খিসক জানা | xg38=Kisk zana
Row 2389: e52=shine | vinqi=चमक | pnzabi=চমক | guzraji=চমক | xg38=cmk
Row 2390: e52=ship | vinqi=समुंद्री जहाज | pnzabi=সমুংদ্রী জহাজ | guzraji=সমুংদ্রী জহাজ | xg38=smunqri zvaz
Row 2391: e52=shirt | vinqi=शर्ट | pnzabi=শর্ট | guzraji=শর্ট | xg38=Srt
Row 2392: e52=shit | vinqi=मल | pnzabi=মল | guzraji=মল | xg38=ml
Row 2393: e52=shock | vinqi=झटका | pnzabi=ঝটকা | guzraji=ঝটকা | xg38=Ztka
Row 2394: e52=shoe | vinqi=जूता | pnzabi=জূতা | guzraji=জূতা | xg38=zuja
Row 2395: e52=shoot | vinqi=गोली मार | pnzabi=গোলী মার | guzraji=গোলী মার | xg38=goli mar
Row 2396: e52=shooting | vinqi=शूटिंग | pnzabi=শূটিংগ | guzraji=শূটিংগ | xg38=SutiNg
Row 2397: e52=shop | vinqi=दुकान | pnzabi=দুকান | guzraji=দুকান | xg38=qukan
Row 2398: e52=shopping | vinqi=खरीदारी | pnzabi=খরীদারী | guzraji=খরীদারী | xg38=Kriqari
Row 2399: e52=shore | vinqi=किनारा | pnzabi=কিনারা | guzraji=কিনারা | xg38=kinara
Row 2400: e52=short | vinqi=कम | pnzabi=কম | guzraji=কম | xg38=km
Row 2401: e52=shortly | vinqi=कुछ ही देर में | pnzabi=কুছ হী দের মেং | guzraji=কুছ হী দের মেং | xg38=kuC vi qer me
Row 2402: e52=shot | vinqi=गोली मारना | pnzabi=গোলী মারনা | guzraji=গোলী মারনা | xg38=goli marna
Row 2403: e52=should | vinqi=चाहिए | pnzabi=চাহিএ | guzraji=চাহিএ | xg38=cavie
Row 2404: e52=shoulder | vinqi=कंधा | pnzabi=কংধা | guzraji=কংধা | xg38=knQa
Row 2405: e52=shout | vinqi=चिल्लाना | pnzabi=চিল্লানা | guzraji=চিল্লানা | xg38=cillana
Row 2406: e52=show | vinqi=प्रदर्शन | pnzabi=প্রদর্শন | guzraji=প্রদর্শন | xg38=prqrSn
Row 2407: e52=shower | vinqi=बौछार | pnzabi=বৌছার | guzraji=বৌছার | xg38=bouCar
Row 2408: e52=shrug | vinqi=कंधे उचकाने की क्रिया | pnzabi=কংধে উচকানে কী ক্রিযা | guzraji=কংধে উচকানে কী ক্রিযা | xg38=knQe uckane ki kriya
Row 2409: e52=shut | vinqi=बंद करना | pnzabi=বংদ করনা | guzraji=বংদ করনা | xg38=bnq krna
Row 2410: e52=sick | vinqi=बीमार | pnzabi=বীমার | guzraji=বীমার | xg38=bimar
Row 2411: e52=side | vinqi=पक्ष | pnzabi=পক্ষ | guzraji=পক্ষ | xg38=pS
Row 2412: e52=sigh | vinqi=साँस | pnzabi=সাঁস | guzraji=সাঁস | xg38=sans
Row 2413: e52=sight | vinqi=दृश्य | pnzabi=দৃশ্য | guzraji=দৃশ্য | xg38=qrSy
Row 2414: e52=sign | vinqi=संकेत | pnzabi=সংকেত | guzraji=সংকেত | xg38=sNkej
Row 2415: e52=signal | vinqi=संकेत | pnzabi=সংকেত | guzraji=সংকেত | xg38=sNkej
Row 2416: e52=significance | vinqi=महत्व | pnzabi=মহত্঵ | guzraji=মহত্঵ | xg38=mvjw
Row 2417: e52=significant | vinqi=महत्वपूर्ण | pnzabi=মহত্঵পূর্ণ | guzraji=মহত্঵পূর্ণ | xg38=mvjwpurn
Row 2418: e52=significantly | vinqi=काफी | pnzabi=কাফী | guzraji=কাফী | xg38=kafi
Row 2419: e52=silence | vinqi=शांति | pnzabi=শাংতি | guzraji=শাংতি | xg38=Sanji
Row 2420: e52=silent | vinqi=चुपचाप | pnzabi=চুপচাপ | guzraji=চুপচাপ | xg38=cupcap
Row 2421: e52=silver | vinqi=चांदी | pnzabi=চাংদী | guzraji=চাংদী | xg38=canqi
Row 2422: e52=similar | vinqi=एक जैसा | pnzabi=এক জৈসা | guzraji=এক জৈসা | xg38=ek zxisa
Row 2423: e52=similarly | vinqi=उसी प्रकार | pnzabi=উসী প্রকার | guzraji=উসী প্রকার | xg38=usi prkar
Row 2424: e52=simple | vinqi=सरल | pnzabi=সরল | guzraji=সরল | xg38=srl
Row 2425: e52=simply | vinqi=केवल | pnzabi=কে঵ল | guzraji=কে঵ল | xg38=kewl
Row 2426: e52=sin | vinqi=पाप | pnzabi=পাপ | guzraji=পাপ | xg38=pap
Row 2427: e52=since | vinqi=जबसे | pnzabi=জবসে | guzraji=জবসে | xg38=zbse
Row 2428: e52=sing | vinqi=गाओ | pnzabi=গাও | guzraji=গাও | xg38=gao
Row 2429: e52=singer | vinqi=गायक | pnzabi=গাযক | guzraji=গাযক | xg38=gayk
Row 2430: e52=single | vinqi=एक | pnzabi=এক | guzraji=এক | xg38=ek
Row 2431: e52=sink | vinqi=डूबना | pnzabi=ডূবনা | guzraji=ডূবনা | xg38=dubna
Row 2432: e52=sir | vinqi=महोदय | pnzabi=মহোদয | guzraji=মহোদয | xg38=mvoqy
Row 2433: e52=sister | vinqi=बहन | pnzabi=বহন | guzraji=বহন | xg38=bvn
Row 2434: e52=sit | vinqi=बैठिये | pnzabi=বৈঠিযে | guzraji=বৈঠিযে | xg38=bxiTiye
Row 2435: e52=site | vinqi=साइट | pnzabi=সাইট | guzraji=সাইট | xg38=sait
Row 2436: e52=situation | vinqi=परिस्थिति | pnzabi=পরিস্থিতি | guzraji=পরিস্থিতি | xg38=prisJiji
Row 2437: e52=six | vinqi=छह | pnzabi=ছহ | guzraji=ছহ | xg38=Cv
Row 2438: e52=size | vinqi=आकार | pnzabi=আকার | guzraji=আকার | xg38=xakar
Row 2439: e52=ski | vinqi=स्की | pnzabi=স্কী | guzraji=স্কী | xg38=ski
Row 2440: e52=skill | vinqi=कौशल | pnzabi=কৌশল | guzraji=কৌশল | xg38=kouSl
Row 2441: e52=skin | vinqi=त्वचा | pnzabi=ত্঵চা | guzraji=ত্঵চা | xg38=jwca
Row 2442: e52=sky | vinqi=आकाश | pnzabi=আকাশ | guzraji=আকাশ | xg38=xakaS
Row 2443: e52=slave | vinqi=दास | pnzabi=দাস | guzraji=দাস | xg38=qas
Row 2444: e52=sleep | vinqi=सोना | pnzabi=সোনা | guzraji=সোনা | xg38=sona
Row 2445: e52=slice | vinqi=टुकड़ा | pnzabi=টুকড়া | guzraji=টুকড়া | xg38=tukRa
Row 2446: e52=slide | vinqi=फिसल पट्टी | pnzabi=ফিসল পট্টী | guzraji=ফিসল পট্টী | xg38=fisl ptti
Row 2447: e52=slight | vinqi=थोड़ा | pnzabi=থোড়া | guzraji=থোড়া | xg38=JoRa
Row 2448: e52=slightly | vinqi=थोड़ा | pnzabi=থোড়া | guzraji=থোড়া | xg38=JoRa
Row 2449: e52=slip | vinqi=पर्ची | pnzabi=পর্চী | guzraji=পর্চী | xg38=prci
Row 2450: e52=slow | vinqi=धीमा | pnzabi=ধীমা | guzraji=ধীমা | xg38=Qima
Row 2451: e52=slowly | vinqi=धीरे से | pnzabi=ধীরে সে | guzraji=ধীরে সে | xg38=Qire se
Row 2452: e52=small | vinqi=छोटा | pnzabi=ছোটা | guzraji=ছোটা | xg38=Cota
Row 2453: e52=smart | vinqi=होशियार | pnzabi=হোশিযার | guzraji=হোশিযার | xg38=voSiyar
Row 2454: e52=smell | vinqi=महक | pnzabi=মহক | guzraji=মহক | xg38=mvk
Row 2455: e52=smile | vinqi=मुस्कुराओ | pnzabi=মুস্কুরাও | guzraji=মুস্কুরাও | xg38=muskurao
Row 2456: e52=smoke | vinqi=धुआँ | pnzabi=ধুআঁ | guzraji=ধুআঁ | xg38=Quxa
Row 2457: e52=smooth | vinqi=चिकना | pnzabi=চিকনা | guzraji=চিকনা | xg38=cikna
Row 2458: e52=snap | vinqi=चटकाना | pnzabi=চটকানা | guzraji=চটকানা | xg38=ctkana
Row 2459: e52=snow | vinqi=बर्फ | pnzabi=বর্ফ | guzraji=বর্ফ | xg38=brf
Row 2460: e52=so | vinqi=इसलिए | pnzabi=ইসলিএ | guzraji=ইসলিএ | xg38=islie
Row 2461: e52=so-called | vinqi=तथाकथित | pnzabi=তথাকথিত | guzraji=তথাকথিত | xg38=jJakJij
Row 2462: e52=soccer | vinqi=फ़ुटबॉल | pnzabi=ফ়ুটব৉ল | guzraji=ফ়ুটব৉ল | xg38=futbal
Row 2463: e52=social | vinqi=सामाजिक | pnzabi=সামাজিক | guzraji=সামাজিক | xg38=samazik
Row 2464: e52=society | vinqi=समाज | pnzabi=সমাজ | guzraji=সমাজ | xg38=smaz
Row 2465: e52=soft | vinqi=मुलायम | pnzabi=মুলাযম | guzraji=মুলাযম | xg38=mulaym
Row 2466: e52=software | vinqi=सॉफ़्टवेयर | pnzabi=স৉ফ়্ট঵েযর | guzraji=স৉ফ়্ট঵েযর | xg38=saftweyr
Row 2467: e52=soil | vinqi=धरती | pnzabi=ধরতী | guzraji=ধরতী | xg38=Qrji
Row 2468: e52=solar | vinqi=सौर | pnzabi=সৌর | guzraji=সৌর | xg38=sour
Row 2469: e52=soldier | vinqi=फोजी | pnzabi=ফোজী | guzraji=ফোজী | xg38=fozi
Row 2470: e52=solid | vinqi=ठोस | pnzabi=ঠোস | guzraji=ঠোস | xg38=Tos
Row 2471: e52=solution | vinqi=समाधान | pnzabi=সমাধান | guzraji=সমাধান | xg38=smaQan
Row 2472: e52=solve | vinqi=हल करना | pnzabi=হল করনা | guzraji=হল করনা | xg38=vl krna
Row 2473: e52=some | vinqi=कुछ | pnzabi=কুছ | guzraji=কুছ | xg38=kuC
Row 2474: e52=somebody | vinqi=कोई | pnzabi=কোঈ | guzraji=কোঈ | xg38=koi
Row 2475: e52=somehow | vinqi=किसी न किसी तरह | pnzabi=কিসী ন কিসী তরহ | guzraji=কিসী ন কিসী তরহ | xg38=kisi n kisi jrv
Row 2476: e52=someone | vinqi=कोई तो | pnzabi=কোঈ তো | guzraji=কোঈ তো | xg38=koi jo
Row 2477: e52=something | vinqi=कुछ | pnzabi=কুছ | guzraji=কুছ | xg38=kuC
Row 2478: e52=sometimes | vinqi=कभी–कभी | pnzabi=কভী–কভী | guzraji=কভী–কভী | xg38=kBi–kBi
Row 2479: e52=somewhat | vinqi=कुछ हद तक | pnzabi=কুছ হদ তক | guzraji=কুছ হদ তক | xg38=kuC vq jk
Row 2480: e52=somewhere | vinqi=कहीं | pnzabi=কহীং | guzraji=কহীং | xg38=kvi
Row 2481: e52=son | vinqi=बेटा | pnzabi=বেটা | guzraji=বেটা | xg38=beta
Row 2482: e52=song | vinqi=गाना | pnzabi=গানা | guzraji=গানা | xg38=gana
Row 2483: e52=soon | vinqi=जल्द ही | pnzabi=জল্দ হী | guzraji=জল্দ হী | xg38=zlq vi
Row 2484: e52=sophisticated | vinqi=परिष्कृत | pnzabi=পরিষ্কৃত | guzraji=পরিষ্কৃত | xg38=priskrj
Row 2485: e52=sorry | vinqi=माफ़ करना | pnzabi=মাফ় করনা | guzraji=মাফ় করনা | xg38=maf krna
Row 2486: e52=sort | vinqi=क्रम से लगाना | pnzabi=ক্রম সে লগানা | guzraji=ক্রম সে লগানা | xg38=krm se lgana
Row 2487: e52=soul | vinqi=आत्मा | pnzabi=আত্মা | guzraji=আত্মা | xg38=xajma
Row 2488: e52=sound | vinqi=ध्वनि | pnzabi=ধ্঵নি | guzraji=ধ্঵নি | xg38=Qwni
Row 2489: e52=soup | vinqi=शोरबा | pnzabi=শোরবা | guzraji=শোরবা | xg38=Sorba
Row 2490: e52=source | vinqi=स्रोत | pnzabi=স্রোত | guzraji=স্রোত | xg38=sroj
Row 2491: e52=south | vinqi=दक्षिण | pnzabi=দক্ষিণ | guzraji=দক্ষিণ | xg38=qSin
Row 2492: e52=southern | vinqi=दक्षिण | pnzabi=দক্ষিণ | guzraji=দক্ষিণ | xg38=qSin
Row 2493: e52=soviet | vinqi=सोवियत | pnzabi=সো঵িযত | guzraji=সো঵িযত | xg38=sowiyj
Row 2494: e52=space | vinqi=अंतरिक्ष | pnzabi=অংতরিক্ষ | guzraji=অংতরিক্ষ | xg38=xnjriS
Row 2495: e52=spanish | vinqi=स्पैनिश | pnzabi=স্পৈনিশ | guzraji=স্পৈনিশ | xg38=spxiniS
Row 2496: e52=speak | vinqi=बोलना | pnzabi=বোলনা | guzraji=বোলনা | xg38=bolna
Row 2497: e52=speaker | vinqi=वक्ता | pnzabi=঵ক্তা | guzraji=঵ক্তা | xg38=wkja
Row 2498: e52=special | vinqi=विशेष | pnzabi=঵িশেষ | guzraji=঵িশেষ | xg38=wiSes
Row 2499: e52=specialist | vinqi=SPECIALIST | pnzabi=SPECIALIST | guzraji=SPECIALIST | xg38=SPECIALIST
Row 2500: e52=species | vinqi=प्रजातियाँ | pnzabi=প্রজাতিযাঁ | guzraji=প্রজাতিযাঁ | xg38=przajiya
Row 2501: e52=specific | vinqi=विशिष्ट | pnzabi=঵িশিষ্ট | guzraji=঵িশিষ্ট | xg38=wiSist
Row 2502: e52=specifically | vinqi=विशेष रूप से | pnzabi=঵িশেষ রূপ সে | guzraji=঵িশেষ রূপ সে | xg38=wiSes rup se
Row 2503: e52=speech | vinqi=भाषण | pnzabi=ভাষণ | guzraji=ভাষণ | xg38=Basn
Row 2504: e52=speed | vinqi=रफ़्तार | pnzabi=রফ়্তার | guzraji=রফ়্তার | xg38=rfjar
Row 2505: e52=spend | vinqi=खर्च करते हैं | pnzabi=খর্চ করতে হৈং | guzraji=খর্চ করতে হৈং | xg38=Krc krje vxi
Row 2506: e52=spending | vinqi=खर्च | pnzabi=খর্চ | guzraji=খর্চ | xg38=Krc
Row 2507: e52=spin | vinqi=घुमाना | pnzabi=ঘুমানা | guzraji=ঘুমানা | xg38=Gumana
Row 2508: e52=spirit | vinqi=आत्मा | pnzabi=আত্মা | guzraji=আত্মা | xg38=xajma
Row 2509: e52=spiritual | vinqi=आध्यात्मिक | pnzabi=আধ্যাত্মিক | guzraji=আধ্যাত্মিক | xg38=xaQyajmik
Row 2510: e52=split | vinqi=विभाजित करना | pnzabi=঵িভাজিত করনা | guzraji=঵িভাজিত করনা | xg38=wiBazij krna
Row 2511: e52=spokesman | vinqi=प्रवक्ता | pnzabi=প্র঵ক্তা | guzraji=প্র঵ক্তা | xg38=prwkja
Row 2512: e52=sport | vinqi=खेल | pnzabi=খেল | guzraji=খেল | xg38=Kel
Row 2513: e52=spot | vinqi=स्थान | pnzabi=স্থান | guzraji=স্থান | xg38=sJan
Row 2514: e52=spread | vinqi=फैला हुआ | pnzabi=ফৈলা হুআ | guzraji=ফৈলা হুআ | xg38=fxila vuxa
Row 2515: e52=spring | vinqi=वसंत | pnzabi=঵সংত | guzraji=঵সংত | xg38=wsnj
Row 2516: e52=square | vinqi=वर्ग | pnzabi=঵র্গ | guzraji=঵র্গ | xg38=wrg
Row 2517: e52=squeeze | vinqi=निचोड़ना | pnzabi=নিচোড়না | guzraji=নিচোড়না | xg38=nicoRna
Row 2518: e52=stability | vinqi=स्थिरता | pnzabi=স্থিরতা | guzraji=স্থিরতা | xg38=sJirja
Row 2519: e52=stable | vinqi=स्थिर | pnzabi=স্থির | guzraji=স্থির | xg38=sJir
Row 2520: e52=staff | vinqi=कर्मचारी | pnzabi=কর্মচারী | guzraji=কর্মচারী | xg38=krmcari
Row 2521: e52=stage | vinqi=मंच | pnzabi=মংচ | guzraji=মংচ | xg38=mnc
Row 2522: e52=stair | vinqi=सीढ़ी | pnzabi=সীঢ়ী | guzraji=সীঢ়ী | xg38=siRi
Row 2523: e52=stake | vinqi=दांव लगाना | pnzabi=দাং঵ লগানা | guzraji=দাং঵ লগানা | xg38=qanw lgana
Row 2524: e52=stand | vinqi=स्टैंड | pnzabi=স্টৈংড | guzraji=স্টৈংড | xg38=stxind
Row 2525: e52=standard | vinqi=मानक | pnzabi=মানক | guzraji=মানক | xg38=mank
Row 2526: e52=standing | vinqi=खड़ा है | pnzabi=খড়া হৈ | guzraji=খড়া হৈ | xg38=KRa vxi
Row 2527: e52=star | vinqi=सितारा | pnzabi=সিতারা | guzraji=সিতারা | xg38=sijara
Row 2528: e52=stare | vinqi=एकटक देखना | pnzabi=একটক দেখনা | guzraji=একটক দেখনা | xg38=ektk qeKna
Row 2529: e52=start | vinqi=प्रारंभ | pnzabi=প্রারংভ | guzraji=প্রারংভ | xg38=prarmB
Row 2530: e52=state | vinqi=राज्य | pnzabi=রাজ্য | guzraji=রাজ্য | xg38=razy
Row 2531: e52=statement | vinqi=बयान | pnzabi=বযান | guzraji=বযান | xg38=byan
Row 2532: e52=station | vinqi=स्टेशन | pnzabi=স্টেশন | guzraji=স্টেশন | xg38=steSn
Row 2533: e52=statistics | vinqi=आंकड़े | pnzabi=আংকড়ে | guzraji=আংকড়ে | xg38=xaNkRe
Row 2534: e52=status | vinqi=दर्जा | pnzabi=দর্জা | guzraji=দর্জা | xg38=qrza
Row 2535: e52=stay | vinqi=रहना | pnzabi=রহনা | guzraji=রহনা | xg38=rvna
Row 2536: e52=steady | vinqi=नियमित | pnzabi=নিযমিত | guzraji=নিযমিত | xg38=niymij
Row 2537: e52=steal | vinqi=चुराना | pnzabi=চুরানা | guzraji=চুরানা | xg38=curana
Row 2538: e52=steel | vinqi=इस्पात | pnzabi=ইস্পাত | guzraji=ইস্পাত | xg38=ispaj
Row 2539: e52=step | vinqi=कदम | pnzabi=কদম | guzraji=কদম | xg38=kqm
Row 2540: e52=stick | vinqi=छड़ी | pnzabi=ছড়ী | guzraji=ছড়ী | xg38=CRi
Row 2541: e52=still | vinqi=फिर भी | pnzabi=ফির ভী | guzraji=ফির ভী | xg38=fir Bi
Row 2542: e52=stir | vinqi=हलचल | pnzabi=হলচল | guzraji=হলচল | xg38=vlcl
Row 2543: e52=stock | vinqi=भण्डार | pnzabi=ভণ্ডার | guzraji=ভণ্ডার | xg38=Bndar
Row 2544: e52=stomach | vinqi=पेट | pnzabi=পেট | guzraji=পেট | xg38=pet
Row 2545: e52=stone | vinqi=पथरी | pnzabi=পথরী | guzraji=পথরী | xg38=pJri
Row 2546: e52=stop | vinqi=विराम | pnzabi=঵িরাম | guzraji=঵িরাম | xg38=wiram
Row 2547: e52=storage | vinqi=भंडारण | pnzabi=ভংডারণ | guzraji=ভংডারণ | xg38=Bndarn
Row 2548: e52=store | vinqi=दुकान | pnzabi=দুকান | guzraji=দুকান | xg38=qukan
Row 2549: e52=storm | vinqi=आंधी | pnzabi=আংধী | guzraji=আংধী | xg38=xanQi
Row 2550: e52=story | vinqi=कहानी | pnzabi=কহানী | guzraji=কহানী | xg38=kvani
Row 2551: e52=straight | vinqi=सीधा | pnzabi=সীধা | guzraji=সীধা | xg38=siQa
Row 2552: e52=strange | vinqi=अनोखा | pnzabi=অনোখা | guzraji=অনোখা | xg38=xnoKa
Row 2553: e52=stranger | vinqi=अजनबी | pnzabi=অজনবী | guzraji=অজনবী | xg38=xznbi
Row 2554: e52=strategic | vinqi=सामरिक | pnzabi=সামরিক | guzraji=সামরিক | xg38=samrik
Row 2555: e52=strategy | vinqi=रणनीति | pnzabi=রণনীতি | guzraji=রণনীতি | xg38=rnniji
Row 2556: e52=stream | vinqi=धारा | pnzabi=ধারা | guzraji=ধারা | xg38=Qara
Row 2557: e52=street | vinqi=सड़क | pnzabi=সড়ক | guzraji=সড়ক | xg38=sRk
Row 2558: e52=strength | vinqi=ताकत | pnzabi=তাকত | guzraji=তাকত | xg38=jakj
Row 2559: e52=strengthen | vinqi=को मजबूत | pnzabi=কো মজবূত | guzraji=কো মজবূত | xg38=ko mzbuj
Row 2560: e52=stress | vinqi=तनाव | pnzabi=তনা঵ | guzraji=তনা঵ | xg38=jnaw
Row 2561: e52=stretch | vinqi=फैलाव | pnzabi=ফৈলা঵ | guzraji=ফৈলা঵ | xg38=fxilaw
Row 2562: e52=strike | vinqi=धरना | pnzabi=ধরনা | guzraji=ধরনা | xg38=Qrna
Row 2563: e52=string | vinqi=डोरी | pnzabi=ডোরী | guzraji=ডোরী | xg38=dori
Row 2564: e52=strip | vinqi=पट्टी | pnzabi=পট্টী | guzraji=পট্টী | xg38=ptti
Row 2565: e52=stroke | vinqi=आघात | pnzabi=আঘাত | guzraji=আঘাত | xg38=xaGaj
Row 2566: e52=strong | vinqi=बलवान | pnzabi=বল঵ান | guzraji=বল঵ান | xg38=blwan
Row 2567: e52=strongly | vinqi=दृढ़ता से | pnzabi=দৃঢ়তা সে | guzraji=দৃঢ়তা সে | xg38=qrRja se
Row 2568: e52=structure | vinqi=संरचना | pnzabi=সংরচনা | guzraji=সংরচনা | xg38=snrcna
Row 2569: e52=struggle | vinqi=लड़ाई | pnzabi=লড়াঈ | guzraji=লড়াঈ | xg38=lRai
Row 2570: e52=student | vinqi=छात्र | pnzabi=ছাত্র | guzraji=ছাত্র | xg38=Cajr
Row 2571: e52=studio | vinqi=स्टूडियो | pnzabi=স্টূডিযো | guzraji=স্টূডিযো | xg38=studiyo
Row 2572: e52=study | vinqi=अध्ययन | pnzabi=অধ্যযন | guzraji=অধ্যযন | xg38=xQyyn
Row 2573: e52=stuff | vinqi=सामग्री | pnzabi=সামগ্রী | guzraji=সামগ্রী | xg38=samgri
Row 2574: e52=stupid | vinqi=बेवकूफ | pnzabi=বে঵কূফ | guzraji=বে঵কূফ | xg38=bewkuf
Row 2575: e52=style | vinqi=शैली | pnzabi=শৈলী | guzraji=শৈলী | xg38=Sxili
Row 2576: e52=subject | vinqi=विषय | pnzabi=঵িষয | guzraji=঵িষয | xg38=wisy
Row 2577: e52=submit | vinqi=प्रस्तुत | pnzabi=প্রস্তুত | guzraji=প্রস্তুত | xg38=prsjuj
Row 2578: e52=subsequent | vinqi=बाद का | pnzabi=বাদ কা | guzraji=বাদ কা | xg38=baq ka
Row 2579: e52=substance | vinqi=पदार्थ | pnzabi=পদার্থ | guzraji=পদার্থ | xg38=pqarJ
Row 2580: e52=substantial | vinqi=संतोषजनक | pnzabi=সংতোষজনক | guzraji=সংতোষজনক | xg38=snjosznk
Row 2581: e52=succeed | vinqi=सफल होना | pnzabi=সফল হোনা | guzraji=সফল হোনা | xg38=sfl vona
Row 2582: e52=success | vinqi=सफलता | pnzabi=সফলতা | guzraji=সফলতা | xg38=sflja
Row 2583: e52=successful | vinqi=सफल | pnzabi=সফল | guzraji=সফল | xg38=sfl
Row 2584: e52=successfully | vinqi=सफलतापूर्वक | pnzabi=সফলতাপূর্঵ক | guzraji=সফলতাপূর্঵ক | xg38=sfljapurwk
Row 2585: e52=such | vinqi=ऐसा | pnzabi=ঐসা | guzraji=ঐসা | xg38=esa
Row 2586: e52=sudden | vinqi=अचानक | pnzabi=অচানক | guzraji=অচানক | xg38=xcank
Row 2587: e52=suddenly | vinqi=अचानक से | pnzabi=অচানক সে | guzraji=অচানক সে | xg38=xcank se
Row 2588: e52=sue | vinqi=मुक़दमा चलाना | pnzabi=মুক়দমা চলানা | guzraji=মুক়দমা চলানা | xg38=mukqma clana
Row 2589: e52=suffer | vinqi=भुगतना | pnzabi=ভুগতনা | guzraji=ভুগতনা | xg38=Bugjna
Row 2590: e52=sufficient | vinqi=पर्याप्त | pnzabi=পর্যাপ্ত | guzraji=পর্যাপ্ত | xg38=pryapj
Row 2591: e52=sugar | vinqi=चीनी | pnzabi=চীনী | guzraji=চীনী | xg38=cini
Row 2592: e52=suggest | vinqi=सुझाव देना | pnzabi=সুঝা঵ দেনা | guzraji=সুঝা঵ দেনা | xg38=suZaw qena
Row 2593: e52=suggestion | vinqi=सुझाव | pnzabi=সুঝা঵ | guzraji=সুঝা঵ | xg38=suZaw
Row 2594: e52=suicide | vinqi=आत्मघाती | pnzabi=আত্মঘাতী | guzraji=আত্মঘাতী | xg38=xajmGaji
Row 2595: e52=suit | vinqi=सुविधाजनक होना | pnzabi=সু঵িধাজনক হোনা | guzraji=সু঵িধাজনক হোনা | xg38=suwiQaznk vona
Row 2596: e52=summer | vinqi=गर्मी | pnzabi=গর্মী | guzraji=গর্মী | xg38=grmi
Row 2597: e52=summit | vinqi=बैठक | pnzabi=বৈঠক | guzraji=বৈঠক | xg38=bxiTk
Row 2598: e52=sun | vinqi=रवि | pnzabi=র঵ি | guzraji=র঵ি | xg38=rwi
Row 2599: e52=super | vinqi=उत्तम | pnzabi=উত্তম | guzraji=উত্তম | xg38=ujjm
Row 2600: e52=supply | vinqi=आपूर्ति | pnzabi=আপূর্তি | guzraji=আপূর্তি | xg38=xapurji
Row 2601: e52=support | vinqi=सहयोग | pnzabi=সহযোগ | guzraji=সহযোগ | xg38=svyog
Row 2602: e52=supporter | vinqi=समर्थक | pnzabi=সমর্থক | guzraji=সমর্থক | xg38=smrJk
Row 2603: e52=suppose | vinqi=मान लीजिए | pnzabi=মান লীজিএ | guzraji=মান লীজিএ | xg38=man lizie
Row 2604: e52=supposed | vinqi=कल्पित | pnzabi=কল্পিত | guzraji=কল্পিত | xg38=klpij
Row 2605: e52=supreme | vinqi=सुप्रीम | pnzabi=সুপ্রীম | guzraji=সুপ্রীম | xg38=suprim
Row 2606: e52=sure | vinqi=ज़रूर | pnzabi=জ়রূর | guzraji=জ়রূর | xg38=zrur
Row 2607: e52=surely | vinqi=निश्चित रूप से | pnzabi=নিশ্চিত রূপ সে | guzraji=নিশ্চিত রূপ সে | xg38=niScij rup se
Row 2608: e52=surface | vinqi=सतह | pnzabi=সতহ | guzraji=সতহ | xg38=sjv
Row 2609: e52=surgery | vinqi=शल्य चिकित्सा | pnzabi=শল্য চিকিত্সা | guzraji=শল্য চিকিত্সা | xg38=Sly cikijsa
Row 2610: e52=surprise | vinqi=आश्चर्य | pnzabi=আশ্চর্য | guzraji=আশ্চর্য | xg38=xaScry
Row 2611: e52=surprised | vinqi=आश्चर्य चकित | pnzabi=আশ্চর্য চকিত | guzraji=আশ্চর্য চকিত | xg38=xaScry ckij
Row 2612: e52=surprising | vinqi=चौंका देने वाला | pnzabi=চৌংকা দেনে ঵ালা | guzraji=চৌংকা দেনে ঵ালা | xg38=couNka qene wala
Row 2613: e52=surprisingly | vinqi=हैरानी की बात है | pnzabi=হৈরানী কী বাত হৈ | guzraji=হৈরানী কী বাত হৈ | xg38=vxirani ki baj vxi
Row 2614: e52=surround | vinqi=चारों ओर से घेरना | pnzabi=চারোং ওর সে ঘেরনা | guzraji=চারোং ওর সে ঘেরনা | xg38=caro or se Gerna
Row 2615: e52=survey | vinqi=सर्वेक्षण | pnzabi=সর্঵েক্ষণ | guzraji=সর্঵েক্ষণ | xg38=srweSn
Row 2616: e52=survival | vinqi=जीवित रहना | pnzabi=জী঵িত রহনা | guzraji=জী঵িত রহনা | xg38=ziwij rvna
Row 2617: e52=survive | vinqi=जीवित बचना | pnzabi=জী঵িত বচনা | guzraji=জী঵িত বচনা | xg38=ziwij bcna
Row 2618: e52=survivor | vinqi=उत्तरजीवी | pnzabi=উত্তরজী঵ী | guzraji=উত্তরজী঵ী | xg38=ujjrziwi
Row 2619: e52=suspect | vinqi=संदिग्ध व्यक्ति | pnzabi=সংদিগ্ধ ঵্যক্তি | guzraji=সংদিগ্ধ ঵্যক্তি | xg38=snqigQ wykji
Row 2620: e52=sustain | vinqi=बनाए रखना | pnzabi=বনাএ রখনা | guzraji=বনাএ রখনা | xg38=bnae rKna
Row 2621: e52=swear | vinqi=कसम खाता | pnzabi=কসম খাতা | guzraji=কসম খাতা | xg38=ksm Kaja
